age,sex,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
45, Male, Divorced, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.698970004,109.8339856
39, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,3.857332496,47.3389061
33, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.14176323,62.91365497
44, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.255272505,70.47601965
48, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.602059991,99.6894637
45, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.530353404,92.79134808
56, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.602081706,99.6916284
40, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, No,4.740362689,114.4757133
71, Male, Married, Black, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.491361694,89.24288466
30, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.77815125,118.8843593
45, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
41, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.505149978,90.48191336
40, Male, Married, Other, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
59, Male, Married, White, < HS Grad, Middle Atlantic, Information, <=Good, Yes,4.490520309,89.16782867
46, Male, Married, Asian, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.301029996,73.77574327
38, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.255272505,70.47601965
26, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.537819095,93.48669204
53, Male, Married, Black, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.255272505,70.47601965
46, Male, Divorced, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.602059991,99.6894637
42, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.591064607,98.59934386
28, Male, Never Married, Black, Some College, Middle Atlantic, Industrial, <=Good, No,4,54.59815003
30, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.462397998,86.69515483
34, Male, Married, Asian, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
46, Male, Married, White, College Grad, Middle Atlantic, Industrial, <=Good, No,5.079181246,160.6424754
22, Male, Never Married, White, Some College, Middle Atlantic, Industrial, <=Good, No,4.079181246,59.09706408
37, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.529686954,92.72952791
27, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.146128036,63.188861
52, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.740362689,114.4757133
43, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.176091259,65.11085372
52, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5,148.4131591
54, Male, Never Married, Black, Some College, Middle Atlantic, Information, <=Good, Yes,4.695831773,109.4898415
47, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.602059991,99.6894637
21, Male, Never Married, Black, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.662757832,105.9278108
42, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.903089987,134.7053751
72, Male, Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,5.243038049,189.2441629
38, Male, Married, Asian, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.653212514,104.9215065
53, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.414973348,82.6796373
35, Male, Separated, White, Some College, Middle Atlantic, Information, >=Very Good, No,4.397940009,81.28325328
60, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.342422681,76.89360252
39, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.447158031,85.38394038
45, Male, Divorced, Black, HS Grad, Middle Atlantic, Information, <=Good, No,4.301029996,73.77574327
61, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.669158757,106.6080215
64, Male, Divorced, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.556302501,95.23071257
39, Male, Married, Asian, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.255272505,70.47601965
46, Male, Married, Black, Some College, Middle Atlantic, Information, <=Good, Yes,4.662757832,105.9278108
25, Male, Never Married, Black, Some College, Middle Atlantic, Information, >=Very Good, No,4.033423755,56.45386498
80, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.544068044,94.07271475
51, Male, Divorced, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.662757832,105.9278108
58, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.318063335,75.04315402
52, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.77815125,118.8843593
45, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.929418926,138.2991269
41, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.602059991,99.6894637
42, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.556302501,95.23071257
31, Male, Never Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.544068044,94.07271475
49, Male, Divorced, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.812913357,123.0896998
47, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.505149978,90.48191336
39, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
53, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.698970004,109.8339856
37, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.447158031,85.38394038
52, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.255272505,191.5736835
41, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.62324929,101.8243521
39, Male, Married, Asian, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
63, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.146128036,171.7651326
23, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.29666519,73.45442826
62, Male, Married, Black, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
43, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.606885241,272.2947832
29, Male, Never Married, Black, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.633468456,102.8702469
43, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.079181246,160.6424754
34, Male, Married, Black, College Grad, Middle Atlantic, Information, >=Very Good, No,4.812913357,123.0896998
38, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.51851394,91.69922611
25, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.447158031,85.38394038
64, Male, Married, Black, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.698970004,109.8339856
49, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.740362689,114.4757133
46, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.434568904,84.31576886
30, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.740362689,114.4757133
33, Male, Never Married, White, Some College, Middle Atlantic, Industrial, <=Good, No,4.049218023,57.35259108
29, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.653212514,104.9215065
32, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.832508913,125.5254984
54, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.69019608,108.8745258
40, Male, Never Married, Black, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.176091259,65.11085372
24, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
30, Male, Separated, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.260071388,70.81503862
49, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.977723605,145.1436012
47, Male, Married, Other, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.62324929,101.8243521
25, Male, Never Married, Black, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.431363764,84.04595765
44, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.903089987,134.7053751
41, Male, Divorced, White, < HS Grad, Middle Atlantic, Information, <=Good, Yes,4.579783597,97.49329405
54, Male, Separated, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.041392685,154.685293
59, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.301029996,200.5432623
25, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.089905111,59.73422334
63, Male, Married, Black, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, No,4.51851394,91.69922611
49, Male, Never Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.698970004,109.8339856
35, Male, Separated, Black, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.740362689,114.4757133
24, Male, Never Married, Asian, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.193124598,66.22940829
66, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.531478917,92.89584479
57, Male, Married, Other, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.544068044,94.07271475
47, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
44, Male, Married, White, College Grad, Middle Atlantic, Industrial, <=Good, Yes,4.886490725,132.4878211
56, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.84509804,127.1157438
34, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, No,4.602059991,99.6894637
23, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,3.698970004,40.40566526
30, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.929418926,138.2991269
38, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.633468456,102.8702469
43, Male, Married, Black, < HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.380211242,79.85490031
58, Male, Divorced, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.716003344,111.7208494
36, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.130333768,62.19867943
48, Male, Never Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.255272505,70.47601965
35, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.45484486,86.04280113
22, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.602059991,99.6894637
50, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.73239376,113.5670896
58, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.612783857,100.7642728
20, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.113943352,61.18752643
44, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.732795698,113.6127457
50, Male, Married, Asian, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.903089987,134.7053751
55, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.653231815,104.9235317
39, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.698970004,109.8339856
32, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.623217234,276.7784133
50, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, No,5,148.4131591
24, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,5,148.4131591
53, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.698970004,109.8339856
35, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, No,4.397940009,81.28325328
25, Male, Never Married, White, < HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.380211242,79.85490031
24, Male, Never Married, Asian, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
57, Male, Separated, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5,148.4131591
43, Male, Married, White, < HS Grad, Middle Atlantic, Information, <=Good, Yes,4.176091259,65.11085372
33, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.480725379,88.29869947
40, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.51851394,91.69922611
39, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.301029996,73.77574327
32, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.255272505,70.47601965
48, Male, Divorced, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.857332496,128.6804882
29, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,4.544068044,94.07271475
35, Male, Divorced, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.591064607,98.59934386
41, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.892094603,133.2323508
52, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.903089987,134.7053751
50, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.51851394,91.69922611
35, Male, Married, Asian, College Grad, Middle Atlantic, Information, >=Very Good, No,5.079137814,160.6354986
27, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.602059991,99.6894637
57, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, <=Good, Yes,4.740362689,114.4757133
48, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, No,4.579783597,97.49329405
41, Male, Divorced, Black, Some College, Middle Atlantic, Information, <=Good, Yes,4.58546073,98.04835051
59, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.653212514,104.9215065
55, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.698970004,109.8339856
54, Male, Divorced, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.892094603,133.2323508
34, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,4.77815125,118.8843593
43, Male, Never Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.301029996,73.77574327
43, Male, Divorced, Black, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.653212514,104.9215065
62, Male, Widowed, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.12762305,62.03030461
45, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.579783597,97.49329405
40, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.982271233,145.8051634
33, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.414973348,82.6796373
45, Male, Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,5,148.4131591
21, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,3.903089987,49.55533812
54, Male, Married, Asian, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.301029996,73.77574327
43, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.301029996,73.77574327
54, Male, Married, White, College Grad, Middle Atlantic, Industrial, <=Good, Yes,4.84509804,127.1157438
35, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.698970004,109.8339856
23, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.120573931,61.59458318
61, Male, Widowed, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.713490543,111.4404696
51, Male, Divorced, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.929418926,138.2991269
43, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.84509804,127.1157438
20, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.322219295,75.35567932
51, Male, Married, Other, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.934498451,139.0034081
65, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.77815125,118.8843593
37, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
24, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.193180274,66.23309573
36, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.294466226,73.29308207
45, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, No,4.875061263,130.9821774
33, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.623217234,276.7784133
36, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.464876871,86.91032774
32, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
45, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.77815125,118.8843593
51, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.653212514,104.9215065
33, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.919078092,136.8763676
47, Male, Divorced, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.431363764,84.04595765
37, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.278753601,196.1252726
41, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.799340549,121.4303138
23, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.568483337,96.3977959
57, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.857332496,128.6804882
61, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
47, Male, Divorced, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.447158031,85.38394038
29, Male, Married, Asian, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
37, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.602059991,99.6894637
57, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,5,148.4131591
39, Male, Never Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, No,4.397940009,81.28325328
59, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.982271233,145.8051634
31, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.004321374,149.0558956
26, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.579783597,97.49329405
51, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.770852012,118.0197533
38, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.602059991,99.6894637
51, Male, Married, White, College Grad, Middle Atlantic, Information, <=Good, No,4.77815125,118.8843593
50, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.380211242,79.85490031
32, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,4.77815125,118.8843593
38, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.079181246,160.6424754
49, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.176091259,176.9896505
40, Male, Never Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.301029996,73.77574327
60, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,5.041392685,154.685293
30, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.62324929,101.8243521
41, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.875061263,130.9821774
32, Male, Never Married, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.740362689,114.4757133
26, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.662757832,105.9278108
41, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.397940009,81.28325328
53, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.903089987,134.7053751
35, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, No,4.579783597,97.49329405
50, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
43, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.146128036,171.7651326
50, Male, Separated, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.216957207,67.82678713
19, Male, Never Married, Black, HS Grad, Middle Atlantic, Information, <=Good, No,4.301029996,73.77574327
42, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.51851394,91.69922611
53, Male, Married, Asian, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.204119983,66.96164432
22, Male, Never Married, Black, Some College, Middle Atlantic, Information, <=Good, No,4.556302501,95.23071257
49, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.591064607,98.59934386
33, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
31, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.397940009,81.28325328
43, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.505149978,90.48191336
57, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,4.698970004,109.8339856
40, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
48, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.437100219,84.52946902
46, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.62324929,101.8243521
58, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.653212514,104.9215065
50, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.653212514,104.9215065
38, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.602059991,99.6894637
33, Male, Never Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.619093331,101.4020523
52, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,5.004321374,149.0558956
48, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.301029996,73.77574327
53, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,5.079181246,160.6424754
37, Male, Never Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
43, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.782522787,119.4052043
54, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.681241237,107.9039239
41, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.042575512,154.8683672
57, Male, Married, White, College Grad, Middle Atlantic, Industrial, <=Good, No,4.322219295,75.35567932
54, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,4.77524626,118.5395025
25, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.342422681,76.89360252
35, Male, Separated, White, < HS Grad, Middle Atlantic, Information, >=Very Good, No,4.130333768,62.19867943
29, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,5.204119983,182.020621
36, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.590617833,267.9010869
43, Male, Married, White, College Grad, Middle Atlantic, Industrial, <=Good, Yes,4.954242509,141.7751723
41, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.230448921,186.8766776
52, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.278753601,72.15045568
48, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,3.903089987,49.55533812
51, Male, Married, Black, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.397940009,81.28325328
55, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
37, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,4.579783597,97.49329405
48, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.716003344,111.7208494
42, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.62324929,101.8243521
43, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.84509804,127.1157438
32, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.477121255,87.98103279
33, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, <=Good, Yes,4.431363764,84.04595765
48, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.361727836,78.3924668
20, Male, Never Married, Black, Some College, Middle Atlantic, Information, >=Very Good, No,3.836577275,46.36650274
43, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.889301703,132.8607653
58, Male, Divorced, Black, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.120573931,61.59458318
38, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.602059991,99.6894637
23, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.193124598,66.22940829
54, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.69019608,108.8745258
66, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, <=Good, Yes,4.602059991,99.6894637
47, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.029383778,152.838801
35, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, No,4.342422681,76.89360252
39, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.963787827,143.1349408
35, Male, Never Married, Black, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.829946696,125.2042866
40, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.325597753,75.61069586
41, Male, Married, Asian, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
40, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.176091259,176.9896505
50, Male, Married, Black, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.079181246,59.09706408
35, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.602059991,99.6894637
43, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, No,4.556302501,95.23071257
26, Male, Never Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.653212514,104.9215065
23, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,3.903089987,49.55533812
61, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,4.875061263,130.9821774
24, Male, Never Married, White, College Grad, Middle Atlantic, Information, <=Good, Yes,3.77815125,43.73511168
66, Male, Married, Black, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
50, Male, Widowed, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
22, Male, Never Married, White, HS Grad, Middle Atlantic, Information, <=Good, No,4.318063335,75.04315402
